name,threads,cps,abort_insert_ps,abort_scan_ps,abort_rate,threads,tag
"OpenBw+PLI",1,173476.6,231.20000000000002,1289.2,0.8688148939696109,95,"threads"
"OpenBw+PLI",1,175642,220.4,1417,0.9236267722025233,95,"threads"
"OpenBw+PLI",1,176104.2,239,1313.4,0.8738206179787297,95,"threads"
"OpenBw+PLI",2,342329.8,2558,3017.2000000000003,1.602506431353387,95,"threads"
"OpenBw+PLI",2,345422.60000000003,2603.6,3154.6000000000004,1.6396682278757837,95,"threads"
"OpenBw+PLI",2,330361.60000000003,2425.8,2899.2000000000003,1.5863010319744666,95,"threads"
"OpenBw+PLI",3,485975,5732.400000000001,4540.400000000001,2.070094819563936,95,"threads"
"OpenBw+PLI",3,484395,5673.8,4349.400000000001,2.0272716497895913,95,"threads"
"OpenBw+PLI",3,489646.2,5689,4588.400000000001,2.0557941253423526,95,"threads"
"OpenBw+PLI",4,631053.2000000001,9301.800000000001,5507.8,2.2929947351047315,95,"threads"
"OpenBw+PLI",4,657880.6,9690,5945,2.321401315723051,95,"threads"
"OpenBw+PLI",4,634275,9427.2,5625.8,2.3182428603109675,95,"threads"
"OpenBw+PLI",8,1233867,25745.2,6962.200000000001,2.582351261797175,95,"threads"
"OpenBw+PLI",8,1249339.6,26275.600000000002,7342.200000000001,2.620336419588055,95,"threads"
"OpenBw+PLI",8,1253023,26368.600000000002,7051.400000000001,2.597860923492141,95,"threads"
"OpenBw+PLI",16,3109955,75835.2,7004.400000000001,2.5945796826391523,95,"threads"
"OpenBw+PLI",16,3184253.8000000003,77764,7166.8,2.597919982860558,95,"threads"
"OpenBw+PLI",16,3076755.2,75122.8,6819.8,2.5941892890165055,95,"threads"
"OpenBw+PLI",32,3451315.736852629,86371.72565486902,5507.298540291941,2.5931124420603564,95,"threads"
"OpenBw+PLI",32,3409839.832033593,84760.6478704259,6807.038592281543,2.6151679282973523,95,"threads"
"OpenBw+PLI",32,3447406.318736253,86456.50869826034,5725.654869026194,2.6043186666517526,95,"threads"
"OpenBw+PLI",48,3148120.775844831,79257.14857028594,4597.880423915217,2.5945438350327485,95,"threads"
"OpenBw+PLI",48,3263510.2979404116,81957.20855828834,4513.4973005398915,2.581229737146603,95,"threads"
"OpenBw+PLI",48,3166526.4947010595,79748.65026994601,3738.0523895220954,2.5688111890521297,95,"threads"
"OpenBw+PLI",64,3271253.9492101576,81946.21075784843,5239.352129574085,2.5960140884886456,95,"threads"
"OpenBw+PLI",64,3397033.9932013596,85298.1403719256,5502.899420115977,2.603363947351388,95,"threads"
"OpenBw+PLI",64,3333781.887245102,83864.45421831268,7229.908036785286,2.6597855110353716,95,"threads"
"OpenBw+PLI",72,3084076.769292283,78071.77129148341,11623.550579768093,2.826142498416399,95,"threads"
"OpenBw+PLI",72,3303102.5794841032,83429.91401719656,3688.6622675464905,2.5697018655110715,95,"threads"
"OpenBw+PLI",72,3385821.435712857,85292.34153169366,6180.763847230553,2.6305826066204907,95,"threads"
"OpenBw+PLI",80,3240500.399840064,81554.77808876449,5130.147940823671,2.605353099978904,95,"threads"
"OpenBw+PLI",80,3483427.229108357,87526.18952419033,2371.8512594962017,2.5158090572147245,95,"threads"
"OpenBw+PLI",80,3248352.0591763295,81853.45861655338,4956.217512994802,2.6028625601746596,95,"threads"
"OpenBwTree",1,44251.6,0,0,0,95,"threads"
