name,threads,cps,abort_insert_ps,abort_scan_ps,abort_rate,threads,tag
"OpenBwTree",1,45604.600000000006,0,0,0,95,"threads"
"OpenBwTree",1,45908.200000000004,0,0,0,95,"threads"
"OpenBwTree",2,85521,0,40.800000000000004,0.04768483131490923,95,"threads"
"OpenBwTree",2,85992.6,0,42,0.0488175687455977,95,"threads"
"OpenBwTree",2,86170.2,0,45.400000000000006,0.05265868357930585,95,"threads"
"OpenBwTree",3,125085.40000000001,0,92.4,0.07381500553612541,95,"threads"
"OpenBwTree",3,126200,0,87.8,0.06952373863508589,95,"threads"
"OpenBwTree",3,126102.40000000001,0,96,0.07607069503258361,95,"threads"
"OpenBwTree",4,164573.4,0,152,0.09227477972431695,95,"threads"
"OpenBwTree",4,164253,0,152.4,0.0926976851125328,95,"threads"
"OpenBwTree",4,165224,0,151,0.09130763416477702,95,"threads"
"OpenBwTree",8,313131.60000000003,0,374.40000000000003,0.11942355170235974,95,"threads"
"OpenBwTree",8,313292.4,0,379,0.12082708209929244,95,"threads"
"OpenBwTree",8,316722.4,0,380.20000000000005,0.11989810238074365,95,"threads"
"OpenBwTree",16,574927.4145170966,0,895.0209958008398,0.15543350529640712,95,"threads"
"OpenBwTree",16,578142.1715656868,0,899.0201959608078,0.15526014534918858,95,"threads"
"OpenBwTree",16,577149.5700859828,0,922.4155168966206,0.15956758671406995,95,"threads"
"OpenBwTree",32,969278.5442911418,0,2036.1927614477104,0.20963264365023895,95,"threads"
"OpenBwTree",32,944064.9870025994,0,2057.388522295541,0.21745480030045075,95,"threads"
"OpenBwTree",32,955570.8858228354,0,1981.603679264147,0.20694465326851433,95,"threads"
"OpenBwTree",48,1367971.6056788643,0,3108.578284343131,0.2267247620308798,95,"threads"
"OpenBwTree",48,1410280.3439312137,0,3165.7668466306736,0.22397506509027754,95,"threads"
"OpenBwTree",48,1388993.00139972,0,3024.595080983803,0.21728138269448447,95,"threads"
"OpenBwTree",64,1755585.3658536586,0,3859.8560575769693,0.21937915483291467,95,"threads"
"OpenBwTree",64,1911457.6169532188,0,4187.524990003998,0.21859606971655454,95,"threads"
"OpenBwTree",64,1694889.644142343,0,3924.830067972811,0.23103347231587756,95,"threads"
"OpenBwTree",72,1765423.4306277488,0,4403.638544582167,0.24881744783356444,95,"threads"
"OpenBwTree",72,1776734.506197521,0,4226.109556177529,0.23729382439987584,95,"threads"
"OpenBwTree",72,1970787.2850859656,0,4393.842463014794,0.22245263493718936,95,"threads"
"OpenBwTree",80,2004855.6577369052,0,5090.963614554178,0.2532884983349004,95,"threads"
"OpenBwTree",80,2244727.872127872,0,4957.442557442558,0.22036160013499506,95,"threads"
"OpenBwTree",80,2044356.985808515,0,4873.475914451329,0.23781980628736965,95,"threads"
