name,threads,cps,abort_insert_ps,abort_scan_ps,abort_rate,threads,tag
"OpenBw+PLI",1,230293,0,12.8,0.005557827896648717,100,"threads"
"OpenBw+PLI",1,231823.6,0,8.200000000000001,0.003537047117781081,100,"threads"
"OpenBw+PLI",1,228123,0,12.200000000000001,0.005347706097086289,100,"threads"
"OpenBw+PLI",2,447864.80000000005,0,15.8,0.003527725916237497,100,"threads"
"OpenBw+PLI",2,449054.4,0,18,0.004008262364821351,100,"threads"
"OpenBw+PLI",2,444953,0,21,0.004719376862468369,100,"threads"
"OpenBw+PLI",3,678602.6,0,34.800000000000004,0.005127922510607285,100,"threads"
"OpenBw+PLI",3,676739.4,0,33,0.004876085372275819,100,"threads"
"OpenBw+PLI",3,648043,0,27.400000000000002,0.004227935730439162,100,"threads"
"OpenBw+PLI",4,854720.4,0,42.800000000000004,0.0050072347522682305,100,"threads"
"OpenBw+PLI",4,852461.8,0,44,0.005161255207882456,100,"threads"
"OpenBw+PLI",4,875530.6000000001,0,38,0.004340036862902575,100,"threads"
"OpenBw+PLI",8,1684912,0,73.4,0.004356120830483161,100,"threads"
"OpenBw+PLI",8,1636378.8,0,48,0.002933220111037047,100,"threads"
"OpenBw+PLI",8,1632396.6,0,84.4,0.0051700448581024835,100,"threads"
"OpenBw+PLI",16,2813673.4653069386,0,170.56588682263546,0.006061668128431185,100,"threads"
"OpenBw+PLI",16,2987855.828834233,0,175.96480703859228,0.005888987105594291,100,"threads"
"OpenBw+PLI",16,2905850.8000000003,0,105.80000000000001,0.0036407976636677925,100,"threads"
"OpenBw+PLI",32,3433130.3478608555,0,231.50739704118354,0.006742877878911889,100,"threads"
"OpenBw+PLI",32,3775723.655268946,0,204.95900819836032,0.005428042453540855,100,"threads"
"OpenBw+PLI",32,3749426.3147370527,0,218.95620875824835,0.0058393846067209135,100,"threads"
"OpenBw+PLI",48,3585112.977404519,0,333.73325334933014,0.009307996472442223,100,"threads"
"OpenBw+PLI",48,3690302.5394921014,0,353.52929414117176,0.00957903656022432,100,"threads"
"OpenBw+PLI",48,3701851.029794041,0,305.53889222155567,0.008252997585404076,100,"threads"
"OpenBw+PLI",64,3573226.1095561776,0,424.03038784486205,0.011865470072330696,100,"threads"
"OpenBw+PLI",64,3611012.3975204956,0,274.9450109978004,0.007613490285297138,100,"threads"
"OpenBw+PLI",64,3777495.700859828,0,331.7336532693461,0.008781069517329645,100,"threads"
"OpenBw+PLI",72,3954464.2143142745,0,384.64614154338267,0.009725937832654625,100,"threads"
"OpenBw+PLI",72,3661158.136745302,0,642.1431427429028,0.017536268874897117,100,"threads"
"OpenBw+PLI",72,3562478.4086365453,0,471.2115153938425,0.01322532074909743,100,"threads"
"OpenBw+PLI",80,3985067.7728908435,0,606.9572171131547,0.015228468407825005,100,"threads"
"OpenBw+PLI",80,3843093.162734906,0,417.8328668532587,0.010871124535129388,100,"threads"
"OpenBw+PLI",80,3915834.8660535784,0,450.2199120351859,0.011496096483082717,100,"threads"
"OpenBwTree",1,60431.600000000006,0,0,0,100,"threads"
"OpenBwTree",1,61696.4,0,0,0,100,"threads"
"OpenBwTree",1,61131.200000000004,0,0,0,100,"threads"
"OpenBwTree",2,121669,0,0,0,100,"threads"
"OpenBwTree",2,122135.8,0,0,0,100,"threads"
"OpenBwTree",2,122215.20000000001,0,0,0,100,"threads"
"OpenBwTree",3,180230.4,0,0,0,100,"threads"
"OpenBwTree",3,179134,0,0,0,100,"threads"
"OpenBwTree",3,181205.6,0,0,0,100,"threads"
"OpenBwTree",4,238400.40000000002,0,0,0,100,"threads"
"OpenBwTree",4,238483.40000000002,0,0,0,100,"threads"
"OpenBwTree",4,239416,0,0,0,100,"threads"
"OpenBwTree",8,466657.80000000005,0,0,0,100,"threads"
"OpenBwTree",8,466835,0,0,0,100,"threads"
"OpenBwTree",8,465608,0,0,0,100,"threads"
"OpenBwTree",16,861324.6000000001,0,0,0,100,"threads"
"OpenBwTree",16,859845.2000000001,0,0,0,100,"threads"
"OpenBwTree",16,851666.8,0,0,0,100,"threads"
"OpenBwTree",32,1464264.947010598,0,0,0,100,"threads"
"OpenBwTree",32,1454833.0333933213,0,0,0,100,"threads"
"OpenBwTree",32,1477113.577284543,0,0,0,100,"threads"
"OpenBwTree",48,2149857.457017193,0,0,0,100,"threads"
"OpenBwTree",48,2122205.958808238,0,0,0,100,"threads"
"OpenBwTree",48,2102347.130573885,0,0,0,100,"threads"
"OpenBwTree",64,2749359.928014397,0,0,0,100,"threads"
"OpenBwTree",64,2868192.12315074,0,0,0,100,"threads"
"OpenBwTree",64,2674212.1575684864,0,0,0,100,"threads"
"OpenBwTree",72,3020065.7736905236,0,0,0,100,"threads"
"OpenBwTree",72,3092096.3614554177,0,0,0,100,"threads"
"OpenBwTree",72,2773396.0415833667,0,0,0,100,"threads"
"OpenBwTree",80,3322899.6401439426,0,0,0,100,"threads"
"OpenBwTree",80,3007045.572656406,0,0,0,100,"threads"
"OpenBwTree",80,3188268.838696782,0,0,0,100,"threads"
